;amber;amethyst;apricot;azure;black;blue;brown;burgundy;cerulean;cobalt;coffee;coral;crimson;emerald;grey;green;indigo;ivory;jade;lavender;lilac;lime;magenta;maroon;olive;orange;ochre;peach;pear;pink;plum;purple;red;rose;ruby;salmon;sapphire;scarlet;silvery;tan;teal;turquoise;violet;white;yellow
deeper;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;0
that’s;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
ugly;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
seven;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;7;0
is;1;0;0;0;80;12;16;0;0;1;0;0;5;0;27;18;0;0;3;0;0;0;0;0;0;2;0;0;0;4;2;5;61;14;1;0;3;0;0;0;0;0;0;46;2
mouse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
grown;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;2;0
shimmering;0;0;0;0;3;1;1;0;0;0;0;0;2;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;0;0;2;0;0;0;0;0;2;0
make;0;1;0;0;7;1;1;0;0;0;0;0;0;0;4;3;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;1;0;0;0;0;0;0;0;4;1
belly;0;0;0;0;5;1;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5;2;0;0;0;0;0;0;0;0;0;8;0
sodden;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;0
bearded;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1
unicorn;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;1;0
glittering;0;0;0;0;1;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
left;0;0;0;0;20;2;3;0;0;0;0;0;1;0;8;2;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;1;14;3;1;0;0;1;0;0;0;0;0;20;2
just;0;0;0;0;7;3;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;3;0
human;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yes;0;0;0;0;4;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
tattooed;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;2;1
regarded;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
royal;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0
soaked;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
dreams;0;0;0;0;3;1;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2;0
shoulder;0;0;0;0;9;0;3;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;1;0;0;0;0;4;1
somehow;0;0;0;0;2;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
dead;0;0;0;0;22;6;5;0;0;0;0;0;0;0;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;10;9;0;0;0;0;0;0;0;0;0;10;0
pain;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0
burn;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1;0
tormund;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0
wept;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
we’re;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
islands;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0
frightened;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3;0
weathered;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
flying;0;0;0;0;5;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;0;0;0;0;1;0;0;0;0;3;0
fork;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40;0;1;0;0;0;0;0;0;0;0;0;0
landing;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;3;0
ford;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;10;0;0;0;0;0;0;0;0;0;0
pavilion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
dick;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;2
sapphire;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
temper;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0
bloodstained;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
fashioned;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1
ship;0;0;0;0;9;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;6;0
felt;0;0;0;0;10;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;2;4;1;0;0;0;0;0;0;0;0;0;4;1
fell;0;0;0;0;8;2;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;18;1;0;0;0;0;0;0;0;0;9;1
died;0;0;0;0;5;2;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;1;1
teeth;0;0;0;0;12;2;20;0;0;0;0;0;0;0;4;7;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;5;1;0;0;0;0;0;0;0;0;18;17
mile;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0
skin;4;0;0;0;19;3;4;0;0;0;0;1;0;0;3;5;0;1;1;0;0;0;0;0;5;4;0;0;0;5;0;0;8;4;1;0;0;1;2;0;0;0;1;19;3
milk;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;15;0
father;0;0;0;0;7;0;2;0;0;0;0;0;2;0;2;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;7;5;0;0;0;0;0;0;0;0;0;4;0
bordered;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
finally;0;0;0;0;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;2;0
forked;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;6
dim;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0;1;5;0;0;0;0;0;0;0;0;0;0;0;1
did;0;1;0;0;18;1;4;0;0;0;0;0;0;0;8;7;0;0;0;0;1;0;0;0;1;3;0;2;0;4;0;1;19;3;0;0;0;1;0;0;0;0;0;9;4
die;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;3;0
eating;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;1
filled;0;0;0;0;3;2;2;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;0;0;0;0;0;1;0;0;0;0;2;2
dwarf;0;0;0;0;5;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;4;0
stallion;0;0;0;0;9;1;1;1;0;0;0;0;2;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;1;0
box;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
boy;0;0;0;0;12;3;4;0;0;0;0;0;0;0;3;18;0;0;0;0;1;0;0;0;0;2;0;1;0;2;0;1;10;3;0;0;0;0;0;0;0;0;0;5;0
shift;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
grinned;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
bow;0;0;0;0;2;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
bom;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
shook;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0
bruised;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
you’re;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
visit;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1
bristling;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
fly;0;0;0;0;4;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0
riverrun;0;0;0;0;1;2;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0
sour;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;2
growing;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;6;0
making;0;0;0;0;1;1;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0
lords;0;0;0;0;3;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0
council;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0
pink;0;0;0;0;9;3;2;0;0;0;0;0;0;0;3;6;0;0;0;1;0;0;0;1;0;4;0;0;0;2;0;8;12;1;0;0;0;0;0;0;0;0;0;11;4
arbor;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0
pine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
sword;0;0;0;0;12;2;2;0;0;0;0;0;1;0;4;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;22;7;2;0;0;0;2;0;0;0;0;13;2
sworn;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;5;0
mad;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
man;3;0;0;0;59;6;9;0;0;0;0;0;1;0;37;9;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;4;25;9;0;0;0;0;3;1;0;0;0;36;18
neck;0;0;0;0;9;0;2;0;0;0;0;0;0;0;5;0;0;2;2;0;0;0;0;0;0;0;0;0;0;5;0;0;8;1;2;0;0;0;0;0;0;0;0;9;0
maybe;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;3;0;0;0;0;0;0;0;0;0;0;1;1
tale;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
tall;2;1;0;0;21;1;7;0;0;0;0;0;1;0;14;5;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;10;7;0;0;0;0;1;0;0;0;1;10;1
talk;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0
shield;0;0;0;0;8;2;1;0;0;0;0;0;1;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;9;0
pointed;0;0;0;0;5;2;4;0;0;0;0;0;0;0;1;1;1;3;0;0;0;0;0;0;0;2;0;0;0;2;0;1;1;1;0;0;0;0;2;0;0;0;0;2;5
“and;0;0;0;0;7;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0
clothofsilver;0;1;0;0;0;2;0;0;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
pitch;0;0;0;0;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
thank;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0
maid;0;0;0;0;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;0;0;0;0;0;0;0;0;0;0;3;0
mail;0;0;0;0;20;1;2;0;0;0;0;0;2;0;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3;0;0;1;0;0;3;0;0;0;0;2;2
tucked;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;1
sooner;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1
irri;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
killed;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3;1
arrows;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;2;0
peered;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
rock;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;3;0
elephants;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0
girl;0;0;0;0;3;3;1;0;0;0;0;0;1;0;16;4;0;0;2;0;0;0;0;0;1;0;0;0;0;2;1;1;6;1;0;0;0;0;1;0;0;0;1;1;1
living;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0
qarth;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0
emerged;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
spied;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;1;0
thing;0;0;0;0;12;1;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0
think;0;0;0;0;7;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;1;0;1;0;0;0;0;0;0;3;0
waited;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0
first;0;0;0;0;10;4;3;0;0;0;0;0;0;0;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;9;4;0;0;0;0;0;0;0;0;0;5;2
cheese;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;4
sansa;0;0;0;0;4;1;2;0;0;0;0;0;2;0;4;3;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;2;1;3;0;0;0;0;1;0;0;0;0;5;0
scrollwork;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
murky;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
fiery;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0
streaked;0;0;0;0;2;1;3;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
eyed;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
were;2;1;0;1;142;46;34;0;0;0;0;0;5;0;52;43;2;0;6;0;2;0;0;1;1;5;0;1;1;6;0;12;104;8;1;0;0;1;1;0;0;0;1;75;24
voices;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
occupied;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
clung;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0
squat;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
paid;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0
sheets;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
pair;0;0;0;0;1;1;1;1;0;0;0;0;1;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;3;1
bearskin;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
shot;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0
show;0;0;0;0;3;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;3;0
corner;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0
curled;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
plumm;0;0;0;0;0;0;33;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
plume;0;0;0;0;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
black;2;2;0;0;122;23;25;1;0;0;0;0;7;1;51;33;1;1;2;0;0;0;0;0;1;7;0;0;0;9;1;7;58;12;0;1;1;5;1;0;0;0;0;68;20
plump;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
sable;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
get;0;0;0;0;3;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;5;1
morning;0;0;0;0;4;2;0;0;0;0;0;0;2;0;6;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;3;2
ruddy;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1
silently;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
declared;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0
